"","site_plot","citation.ID","stand.age","measurement.ID","sites.sitename","plot.name","dominant.life.form","dominant.veg","variable.name.x","date.x","start.date.x","end.date.x","mean.x","min.dbh","required.citations","ForC.investigator","country","lat","lon","masl","mat","map","geographic.area","biogeog","Koeppen","FAO.ecozone","plot.area","year.establishment.oldest.trees","regrowth.type","regrowth.year","distmrs.type","distmrs.year","managed","disturbed","history.no.info","optional","AnnualMeanTemp","MeanDiurnalRange","TempSeasonality","TempRangeAnnual","AnnualPre","PreSeasonality","CloudCover","AnnualFrostDays","AnnualPET","AnnualWetDays","VapourPressure","SolarRadiation","Aridity","PotentialEvapotranspiration","VapourPressureDeficit","biomes","variable.name.y","date.y","start.date.y","end.date.y","mean.y","ratio"
"40","Meerdink Meerdink","DeAngelis_1981_pofe",140,20302,"Meerdink","Meerdink","woody","2TDB","ANPP_1","1969","1967","1970",4.7611,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Netherlands",51.9,6.7,45,8.6,780,"NAC","Europe","Cfb","Temperate oceanic forest","NAC","1830","Initiation of post-disturbance cohort (planted or natural)","1830","NAC","NAC",0,0,0,TRUE,9.6,7.6,56,22.8,787,14,77.93457602,79.07280702,625.5587719,186.2435088,0.099333332,353667.5,10152,786,0.328458333,"temperate","ANPP_2","1969","1967","1970",5.264,0.904464285714286
"41","Metolius 10 unmanaged","Luyssaert_2007_cbob",190,9170,"Metolius 10","unmanaged","woody","2TEN","ANPP_1","2001",NA,NA,2.14,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.4982,-121.6249,895,NA,NA,"366","North America","Csb","Temperate mountain system","NAC","1811","Initiation of post-disturbance cohort (natural)","1811","NAC","NAC",0,0,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_2","2001",NA,NA,2.42,0.884297520661157
"42","Metolius 11 unmanaged","Luyssaert_2007_cbob",316,9193,"Metolius 11","unmanaged","woody","2TEN","ANPP_1","2001",NA,NA,0.92,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.4222,-121.6066,1129,NA,NA,"366","North America","Csb","Temperate mountain system","NAC","1685","Initiation of post-disturbance cohort (natural)","1685","NAC","NAC",0,0,0,TRUE,6.4,14.3,60.93,32.3,814,60,66.83289474,205.400614,761.8017544,121.5942982,0.063166667,523406.9,6426,1237,0.589805556,"temperate","ANPP_2","2001",NA,NA,1.02,0.901960784313726
"43","Metolius Old Pine mosaic of old growth, young trees, and mixed age stands natural regeneration after fire","Luyssaert_2007_cbob",251,9458,"Metolius Old Pine","mosaic of old growth, young trees, and mixed age stands natural regeneration after fire","woody","2TEN","ANPP_1","2001",NA,NA,1.71,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.498889,-121.623611,915,8.15,482.13,"366","North America","Csb","Temperate mountain system","NAC","1748","Initiation of post-disturbance cohort (natural)","1748","Burned","1748",0,1,0,TRUE,7.3,14.6,61.95,32.7,780,60,66.83289474,205.400614,761.8017544,121.5942982,0.068166667,519046.3,6065,1236,0.569388889,"temperate","ANPP_2","2001",NA,NA,1.87,0.914438502673797
"44","Mill City South 5 NI","Luyssaert_2007_cbob",99,9590,"Mill City South 5","NI","woody","2TEN","ANPP_1","2001",NA,NA,3.34,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.7301,-122.3909,466,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1902","Initiation of post-disturbance cohort (planted or natural)","1902","NAC","NAC",0,0,0,TRUE,9.3,10.6,50.86,24.8,2195,61,68.79429825,160.3940351,747.9245614,133.4398246,0.082999999,488025.8,17932,1168,0.540361111,"temperate","ANPP_2","2001",NA,NA,3.9,0.856410256410256
"45","Mill City South 6 NI","Luyssaert_2007_cbob",74,9600,"Mill City South 6","NI","woody","2TEN","ANPP_1","2001",NA,NA,4.74,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.7019,-122.5,676,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1927","Initiation of post-disturbance cohort (planted or natural)","1927","NAC","NAC",0,0,0,TRUE,7.6,10.3,49.84,24.4,2346,62,68.79429825,160.3940351,747.9245614,133.4398246,0.076500001,484707.4,19922,1141,0.533736111,"temperate","ANPP_2","2001",NA,NA,3.5,1.35428571428571
"46","Mount Jefferson 4 unmanaged","Luyssaert_2007_cbob",262,9832,"Mount Jefferson 4","unmanaged","woody","2TEN","ANPP_1","2001",NA,NA,1.59,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6882,-121.865,1177,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1739","Initiation of post-disturbance cohort (natural)","1739","NAC","NAC",0,0,0,TRUE,5.1,11.1,57.79,28,1868,63,68.57660819,188.4214035,733.9736842,125.8402632,0.061583333,500050.8,16292,1107,0.465597222,"temperate","ANPP_2","2001",NA,NA,1.06,1.5
"47","Mount Jefferson 5 unmanaged","Luyssaert_2007_cbob",304,9844,"Mount Jefferson 5","unmanaged","woody","2TEN","ANPP_1","2001",NA,NA,2.14,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","United States of America",44.6958,-121.8698,1069,NA,NA,"66","North America","Csb","Temperate mountain system","NAC","1697","Initiation of post-disturbance cohort (natural)","1697","NAC","NAC",0,0,0,TRUE,6.2,11.7,58.12,28.6,1708,63,68.57660819,188.4214035,733.9736842,125.8402632,0.0655,501193.5,14946,1115,0.465597222,"temperate","ANPP_2","2001",NA,NA,1.62,1.32098765432099
"48","Mt. Disappointment NI","DeAngelis_1981_pofe",68,20288,"Mt. Disappointment","NI","woody","2TEB","ANPP_1",NA,"1968","1972",3.525,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Australia",-37.42,145.17,545,11.2,982,"148","Australia","Cfb","Temperate mountain system","NAC","1904","Initiation of post-disturbance cohort (planted or natural)","1904","NAC","NAC",0,0,0,TRUE,10.9,10.2,43.54,22.7,1360,32,55.83998538,36.67745614,988.6964912,141.5718421,0.094499999,559041.4,10906,1231,0.529125,"temperate","ANPP_2",NA,"1968","1972",1.88,1.875
"49","Nacetin PO","Schulze_2000_tcan",58,9940,"Nacetin","PO","woody","2TEN","ANPP_1","1995",NA,NA,3.46,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Czech Republic",50.58,13.25,775,5.9,935,"348","Europe","Cfb","Temperate mountain system","NAC","1937","Planted","1937","NAC","NAC",0,0,0,TRUE,5.2,6.9,65.35,24.7,808,21,74.1869883,131.0028947,667.0745614,178.0578947,0.077916667,368154.9,14010,665,0.223166667,"temperate","ANPP_2","1995",NA,NA,4.76,0.726890756302521
"50","Ontario site region 5 site 1 Site 1","DeAngelis_1981_pofe",84,20289,"Ontario site region 5 site 1","Site 1","woody","2TEN","ANPP_1","1970","1961","1975",2.0116,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.2,-78.4,465,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1886","Initiation of post-disturbance cohort (planted or natural)","1886","NAC","NAC",0,0,0,TRUE,4.4,11,104,41.2,920,13,62.5999269,195.3729825,646.5377193,127.76,0.080833333,458288.4,11798,823,0.303458333,"temperate","ANPP_2","1970","1961","1975",2.120546,0.948623609202536
"51","Ontario site region 5 site 2 Site 2","DeAngelis_1981_pofe",246,20290,"Ontario site region 5 site 2","Site 2","woody","2TEN","ANPP_1","1970","1961","1975",3.7694,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.5,-78.8,495,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1724","Initiation of post-disturbance cohort (planted or natural)","1724","NAC","NAC",0,0,0,TRUE,3.5,11.1,105.7,41.8,997,14,62.35160819,192.9446491,651.2105263,146.5672807,0.07725,453303.8,14187,789,0.277083333,"temperate","ANPP_2","1970","1961","1975",4.09088,0.921415441176471
"52","Ontario site region 5 site 3 Site 3","DeAngelis_1981_pofe",212,20291,"Ontario site region 5 site 3","Site 3","woody","2TEN","ANPP_1","1970","1961","1975",4.5261,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.3,-78.3,480,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1758","Initiation of post-disturbance cohort (planted or natural)","1758","NAC","NAC",0,0,0,TRUE,3.6,11,104.69,41.4,945,14,62.5999269,195.3729825,646.5377193,127.76,0.077833333,455414.8,12451,797,0.275763889,"temperate","ANPP_2","1970","1961","1975",4.650791,0.973189291886047
"53","Ontario site region 5 site 4 Site 4","DeAngelis_1981_pofe",130,20292,"Ontario site region 5 site 4","Site 4","woody","2TEN","ANPP_1","1970","1961","1975",1.6121,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Canada",45.3,-78.3,503,4,1242.5,"NAC","North America","Dfb","Temperate continental forest","NAC","1840","Initiation of post-disturbance cohort (planted or natural)","1840","NAC","NAC",0,0,0,TRUE,3.6,11,104.69,41.4,945,14,62.5999269,195.3729825,646.5377193,127.76,0.077833333,455414.8,12451,797,0.275763889,"temperate","ANPP_2","1970","1961","1975",1.801087,0.89507058792829
"54","Oved NI","DeAngelis_1981_pofe",102,20309,"Oved","NI","woody","2TDB","ANPP_1",NA,"1966","1968",7.473,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Sweden",55.7,13.63,60,7,650,"410","Europe","Cfb","Temperate oceanic forest","NAC","1866","Initiation of post-disturbance cohort (planted or natural)","1866","NAC","NAC",0,0,0,TRUE,7.7,6,61.78,22.9,655,21,65.79108187,120.0007895,581.0078947,174.1252632,0.088666667,361089.4,9367,734,0.263625,"temperate","ANPP_2",NA,"1966","1968",3.6895,2.02547770700637
"55","Podocarpus 1 unmanaged","Moser_2011_eeot",999,11080,"Podocarpus 1","unmanaged","woody","2TEB","ANPP_1",NA,"2003","2004",3.91,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-4.12,-78.97,1050,19.39999962,2230,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.8,11.5,6.01,14.1,1772,16,73.50643275,0.474210526,1667.457018,183.0603509,0.198333331,488680.8,10422,1380,0.720125,"tropical","ANPP_2",NA,"2003","2004",4.46,0.876681614349776
"56","Podocarpus 2 unmanaged","Moser_2011_eeot",999,11097,"Podocarpus 2","unmanaged","woody","2TEB","ANPP_1",NA,"2003","2004",3.34,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-4.11,-78.97,1540,17.5,2300,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.5,11.9,4.99,14.2,1603,20,73.50643275,0.474210526,1667.457018,183.0603509,0.191666666,487753.1,9279,1365,0.720125,"tropical","ANPP_2",NA,"2003","2004",3.79,0.881266490765171
"57","Reserva Biologica San Francisco 1 unmanaged","Moser_2011_eeot",999,12349,"Reserva Biologica San Francisco 1","unmanaged","woody","2TEB","ANPP_1",NA,"2003","2004",2.93,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.98,-79.1,1890,15.69999981,1950,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,16.5,10,3.93,12.1,1210,17,74.84912281,72.20535088,1457.066667,179.4321053,0.1515,476372,7814,1132,0.388,"tropical","ANPP_2",NA,"2003","2004",3.36,0.87202380952381
"58","Reserva Biologica San Francisco 2 unmanaged","Moser_2011_eeot",999,12366,"Reserva Biologica San Francisco 2","unmanaged","woody","2TEB","ANPP_1",NA,"2003","2004",1.45,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Ecuador",-3.99,-79.1,2380,13.19999981,5000,"114","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,15.9,9.9,3.65,11.8,1164,19,74.84912281,72.20535088,1457.066667,179.4321053,0.147916666,471621.4,8658,1112,0.388,"tropical","ANPP_2",NA,"2003","2004",1.64,0.884146341463415
"59","Rouquet Rouquet","DeAngelis_1981_pofe",150,20295,"Rouquet","Rouquet","woody","2TDB","ANPP_1","1968","1966","1970",2.679,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","France",43.7,3.8,180,12.4,987,"NAC","Europe","Csa","Subtropical dry forest","NAC","1820","Initiation of post-disturbance cohort (planted or natural)","1820","NAC","NAC",0,0,0,TRUE,13.5,10.1,58.34,27.1,741,29,51.33274854,57.71736842,1053.382456,116.4870175,0.116916664,521349.2,4605,1457,0.700236111,"subtropical","ANPP_2","1968","1966","1970",3.055,0.876923076923077
"60","San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols) unmanaged Mature terra firma","Jordan_1999_ntfs",999,12940,"San Carlos de Rio Negro Species-rich Tierra Firme (Oxisols)","unmanaged Mature terra firma","woody","2TEB","ANPP_1",NA,"1975","1981",5.18,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,119,25.98,3500,"657","South America","Af","Tropical rainforest","NAC","NAC","Initiation of post-disturbance cohort (natural)","1750","Burned","1750",0,0,0,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_2",NA,"1975","1981",6.81,0.76064610866373
"61","San Carlos de Rio Negro Tall Caatinga mature tall caatinga natural forest","Medina_1989_pona",999,18662,"San Carlos de Rio Negro Tall Caatinga","mature tall caatinga natural forest","woody","2TEB","ANPP_1","NI","NI","NI",4.512,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Venezuela",1.93,-67.05,117,26.2,3600,"657","South America","Af","Tropical rainforest","0.13","NI","NI","NI","NI","NI",0,0,1,TRUE,26.2,13.3,4.13,14.4,3432,23,70.61973684,0,1134.385965,232.5850877,0.295666669,562183.6,25182,1367,0.723319444,"tropical","ANPP_2","NI","NI","NI",5.405,0.834782608695652
"62","San Juan San Juan","DeAngelis_1981_pofe",90,20303,"San Juan","San Juan","woody","2TREE","ANPP_1","1972","1972","1972",7.6234,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Spain",42.5,-0.65,1230,8,802,"NAC","Europe","Cfb","Subtropical mountain system","NAC","1882","Initiation of post-disturbance cohort (planted or natural)","1882","NAC","NAC",0,0,0,TRUE,8.7,9.8,54.47,25.3,811,16,49.91542398,87.44719298,1071.397368,128.2189474,0.082833333,537018,5637,1287,0.60275,"subtropical","ANPP_2","1972","1972","1972",8.272,0.921590909090909
"63","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,13017,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_1",NA,"2007","2008",4.38,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_2",NA,"2007","2008",4.98,0.879518072289157
"64","San Pedro unmanaged upland tropical forest","Girardin_2010_nppa",999,17918,"San Pedro","unmanaged upland tropical forest","woody","2TEB","ANPP_1","2005","2003","2007",4.136,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.05,-71.54,1500,18.8,2631,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,21.1,13,7.45,16.3,2518,47,59.68450292,87.11798246,1106.259649,110.9999123,0.182916668,508401.9,17827,1288,0.745041667,"tropical","ANPP_2",NA,"2007","2008",4.98,0.830522088353414
"65","Sikfokut Sikfokut","DeAngelis_1981_pofe",65,20296,"Sikfokut","Sikfokut","woody","2TDB","ANPP_1","1972","1972","1973",3.1443,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Hungary",47.9,20.47,265,9.9,582,"NAC","Europe","Cfb","Temperate continental forest","NAC","1905","Initiation of post-disturbance cohort (planted or natural)","1905","NAC","NAC",0,0,0,TRUE,9.6,10.1,79.12,32.3,557,33,62.53399123,116.657807,764.7298246,145.5472807,0.093083333,434024.2,5442,973,0.516208333,"temperate","ANPP_2","1972","1972","1973",3.337,0.94225352112676
"66","Susser Schlag PO","Mund_2002_gacs",72,14081,"Susser Schlag","PO","woody","2TEN","ANPP_1",NA,"1995","1997",4.57,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Germany",50.15,11.87,740,4.5,1000,"67","Europe","Cfb","Temperate oceanic forest","NAC","1924","Initiation of post-disturbance cohort (planted or natural)","1924","NAC","NAC",0,0,0,TRUE,5.6,7.6,64.92,25.3,854,16,74.16052632,138.5107018,604.9491228,183.2137719,0.079166666,376185,15466,709,0.270486111,"temperate","ANPP_2",NA,"1995","1997",5.76,0.793402777777778
"67","Tambopata-Candamo Reserve permanent plot TAM-05 terra firma unmanaged primary forest","Girardin_2010_nppa",999,14254,"Tambopata-Candamo Reserve permanent plot TAM-05","terra firma unmanaged primary forest","woody","2TEB","ANPP_1",NA,"2007","2008",8.4,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.830288,-69.270533,223,24.4,1900,"740","South America","Af","Tropical rainforest","1","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.3,11,10.77,14.8,2477,52,63.99473684,0,1366.842105,111.7313158,0.254833333,533331.6,17772,1379,0.846472222,"tropical","ANPP_2",NA,"2007","2008",9.5,0.88421052631579
"68","Tambopata-Candamo Reserve permanent plot TAM-06 terra firma, floodplain unmanaged primary forest","Girardin_2010_nppa",999,14280,"Tambopata-Candamo Reserve permanent plot TAM-06","terra firma, floodplain unmanaged primary forest","woody","2TEB","ANPP_1",NA,"2007","2008",7.2,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.8385,-69.296,215,24.4,1900,"740","South America","Af","Tropical rainforest","0.96","NAC","NAC","NAC","No disturbance","1904",0,0,0,TRUE,25.4,10.9,10.49,14.7,2501,52,63.99473684,0,1366.842105,111.7313158,0.255666669,532827.3,18091,1380,0.842125,"tropical","ANPP_2",NA,"2007","2008",8.2,0.878048780487805
"69","Tono unmanaged","Girardin_2010_nppa",999,17912,"Tono","unmanaged","woody","2TEB","ANPP_1","2005","2003","2007",3.619,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_2",NA,"2007","2008",4.33,0.835796766743649
"70","Tono unmanaged","Girardin_2010_nppa",999,15188,"Tono","unmanaged","woody","2TEB","ANPP_1",NA,"2007","2008",3.83,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-12.96,-71.56,1000,20.7,NA,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,22.8,12,6.85,14.9,2749,44,61.7873538,10.07596491,1058.623684,118.6139474,0.204250001,537271.5,19428,1375,0.817458333,"tropical","ANPP_2",NA,"2007","2008",4.33,0.884526558891455
"71","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,15222,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_1",NA,"2007","2008",2.19,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_2",NA,"2007","2008",2.59,0.845559845559846
"72","Trocha Union 3 unmanaged upland tropical forest","Girardin_2010_nppa",999,17913,"Trocha Union 3","unmanaged upland tropical forest","woody","2TEB","ANPP_1","2005","2003","2007",2.068,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,3020,11.8,1776,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_2",NA,"2007","2008",2.59,0.798455598455599
"73","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,17914,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_1","2005","2003","2007",3.196,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_2",NA,"2007","2008",4,0.799
"74","Trocha Union 4 unmanaged upland tropical forest","Girardin_2010_nppa",999,15235,"Trocha Union 4","unmanaged upland tropical forest","woody","2TEB","ANPP_1",NA,"2007","2008",3.4,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.11,-71.6,2720,13.5,2318,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,14.2,15.1,10.86,19.9,359,59,59.68450292,87.11798246,1106.259649,110.9999123,0.10975,506208.8,3045,1195,0.584763889,"tropical","ANPP_2",NA,"2007","2008",4,0.85
"75","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,17915,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_1","2005","2003","2007",2.115,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_2",NA,"2007","2008",2.53,0.83596837944664
"76","Trocha Union 7 unmanaged upland tropical forest","Girardin_2010_nppa",999,15248,"Trocha Union 7","unmanaged upland tropical forest","woody","2TEB","ANPP_1",NA,"2007","2008",2.23,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,2020,17.4,1827,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_2",NA,"2007","2008",2.53,0.881422924901186
"77","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,17916,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_1","2005","2003","2007",2.115,"NAC","","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_2",NA,"2007","2008",2.53,0.83596837944664
"78","Trocha Union 8 unmanaged upland tropical forest","Girardin_2010_nppa",999,15261,"Trocha Union 8","unmanaged upland tropical forest","woody","2TEB","ANPP_1",NA,"2007","2008",2.23,"NAC","Anderson-Teixeira_2016_cdom; Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Peru",-13.07,-71.56,1855,18,2472,"673","South America","Cfb","Tropical mountain system","NAC","NAC","NAC","NAC","No disturbance","NI",0,0,0,TRUE,19.5,13.9,7.86,17.4,1990,51,59.68450292,87.11798246,1106.259649,110.9999123,0.16475,502750.7,14285,1260,0.731222222,"tropical","ANPP_2",NA,"2007","2008",2.53,0.881422924901186
"79","Tura natural regeneration after fire.Larix gmelinii forest","Luyssaert_2007_cbob",105,15306,"Tura","natural regeneration after fire.Larix gmelinii forest","woody","2TDN","ANPP_1",NA,"2000","2004",0.42,"NAC","Anderson-Teixeira_2018_fagd","Dr. Kristina J. Anderson-Teixeira, Smithsonian Institution, teixeirak@si.edu","Russia",64.2,100.45,250,-8.9,360,"760","Asia","Dfc","Boreal mountain system","NAC","1899","Initiation of post-disturbance cohort (natural)","1899","Burned","1899",0,0,0,TRUE,-9.1,12.9,185.17,65.2,382,52,75.68245614,266.7108772,408.5192982,167.155,0.03775,335744.1,6454,569,0.278402778,"boreal","ANPP_2",NA,"2000","2004",0.48,0.875
