"Koeppen","variable","percentage"
"As","ANPP_foliage mat",1.2987012987013
"Aw","ANPP_foliage mat",2.5974025974026
"Cfa","ANPP_foliage mat",1.2987012987013
"Cfb","ANPP_foliage mat",24.6753246753247
"Csa","ANPP_foliage mat",1.2987012987013
"Csb","ANPP_foliage mat",3.8961038961039
"Cwa","ANPP_foliage mat",1.2987012987013
"Dfb","ANPP_foliage mat",9.09090909090909
"Dfc","ANPP_foliage mat",16.8831168831169
"Af","ANPP_1 map",40.5063291139241
"Am","ANPP_1 map",13.2911392405063
"As","ANPP_1 map",6.32911392405063
"Aw","ANPP_1 map",7.59493670886076
"Cfa","ANPP_1 map",3.79746835443038
"Cfb","ANPP_1 map",19.620253164557
"Csa","ANPP_1 map",0.632911392405063
"Csb","ANPP_1 map",0.632911392405063
"Cwa","ANPP_1 map",3.16455696202532
"Dfb","ANPP_1 map",4.43037974683544
"Af","ANPP_foliage map",39.2
"Am","ANPP_foliage map",15.2
"As","ANPP_foliage map",1.6
"Aw","ANPP_foliage map",4
"Cfa","ANPP_foliage map",2.4
"Cfb","ANPP_foliage map",16.8
"Csa","ANPP_foliage map",0.8
"Csb","ANPP_foliage map",2.4
"Cwa","ANPP_foliage map",0.8
"Dfb","ANPP_foliage map",5.6
"Dfc","ANPP_foliage map",11.2
"Af","ANPP_1 lat",34.5945945945946
"Am","ANPP_1 lat",11.3513513513514
"As","ANPP_1 lat",5.40540540540541
"Aw","ANPP_1 lat",7.02702702702703
"Cfa","ANPP_1 lat",6.48648648648649
"Cfb","ANPP_1 lat",17.8378378378378
"Csa","ANPP_1 lat",0.540540540540541
"Csb","ANPP_1 lat",10.2702702702703
"Cwa","ANPP_1 lat",2.7027027027027
"Dfb","ANPP_1 lat",3.78378378378378
"Af","ANPP_foliage lat",32.6666666666667
"Am","ANPP_foliage lat",12.6666666666667
"As","ANPP_foliage lat",1.33333333333333
"Aw","ANPP_foliage lat",3.33333333333333
"Cfa","ANPP_foliage lat",6
"Cfb","ANPP_foliage lat",14.6666666666667
"Csa","ANPP_foliage lat",0.666666666666667
"Csb","ANPP_foliage lat",12.6666666666667
"Cwa","ANPP_foliage lat",0.666666666666667
"Dfb","ANPP_foliage lat",5.33333333333333
"Dfc","ANPP_foliage lat",10
"Af","ANPP_1 AnnualMeanTemp",34.2391304347826
"Am","ANPP_1 AnnualMeanTemp",11.4130434782609
"As","ANPP_1 AnnualMeanTemp",5.43478260869565
"Aw","ANPP_1 AnnualMeanTemp",7.06521739130435
"Cfa","ANPP_1 AnnualMeanTemp",6.52173913043478
"Cfb","ANPP_1 AnnualMeanTemp",17.9347826086957
"Csa","ANPP_1 AnnualMeanTemp",0.543478260869565
"Csb","ANPP_1 AnnualMeanTemp",10.3260869565217
"Cwa","ANPP_1 AnnualMeanTemp",2.71739130434783
"Dfb","ANPP_1 AnnualMeanTemp",3.80434782608696
"Af","ANPP_foliage AnnualMeanTemp",32.6666666666667
"Am","ANPP_foliage AnnualMeanTemp",12.6666666666667
"As","ANPP_foliage AnnualMeanTemp",1.33333333333333
"Aw","ANPP_foliage AnnualMeanTemp",3.33333333333333
"Cfa","ANPP_foliage AnnualMeanTemp",6
"Cfb","ANPP_foliage AnnualMeanTemp",14.6666666666667
"Csa","ANPP_foliage AnnualMeanTemp",0.666666666666667
"Csb","ANPP_foliage AnnualMeanTemp",12.6666666666667
"Cwa","ANPP_foliage AnnualMeanTemp",0.666666666666667
"Dfb","ANPP_foliage AnnualMeanTemp",5.33333333333333
"Dfc","ANPP_foliage AnnualMeanTemp",10
"Af","ANPP_1 TempSeasonality",34.2391304347826
"Am","ANPP_1 TempSeasonality",11.4130434782609
"As","ANPP_1 TempSeasonality",5.43478260869565
"Aw","ANPP_1 TempSeasonality",7.06521739130435
"Cfa","ANPP_1 TempSeasonality",6.52173913043478
"Cfb","ANPP_1 TempSeasonality",17.9347826086957
"Csa","ANPP_1 TempSeasonality",0.543478260869565
"Csb","ANPP_1 TempSeasonality",10.3260869565217
"Cwa","ANPP_1 TempSeasonality",2.71739130434783
"Dfb","ANPP_1 TempSeasonality",3.80434782608696
"Af","ANPP_foliage TempSeasonality",32.6666666666667
"Am","ANPP_foliage TempSeasonality",12.6666666666667
"As","ANPP_foliage TempSeasonality",1.33333333333333
"Aw","ANPP_foliage TempSeasonality",3.33333333333333
"Cfa","ANPP_foliage TempSeasonality",6
"Cfb","ANPP_foliage TempSeasonality",14.6666666666667
"Csa","ANPP_foliage TempSeasonality",0.666666666666667
"Csb","ANPP_foliage TempSeasonality",12.6666666666667
"Cwa","ANPP_foliage TempSeasonality",0.666666666666667
"Dfb","ANPP_foliage TempSeasonality",5.33333333333333
"Dfc","ANPP_foliage TempSeasonality",10
"Af","ANPP_1 TempRangeAnnual",34.2391304347826
"Am","ANPP_1 TempRangeAnnual",11.4130434782609
"As","ANPP_1 TempRangeAnnual",5.43478260869565
"Aw","ANPP_1 TempRangeAnnual",7.06521739130435
"Cfa","ANPP_1 TempRangeAnnual",6.52173913043478
"Cfb","ANPP_1 TempRangeAnnual",17.9347826086957
"Csa","ANPP_1 TempRangeAnnual",0.543478260869565
"Csb","ANPP_1 TempRangeAnnual",10.3260869565217
"Cwa","ANPP_1 TempRangeAnnual",2.71739130434783
"Dfb","ANPP_1 TempRangeAnnual",3.80434782608696
"Af","ANPP_foliage TempRangeAnnual",32.6666666666667
"Am","ANPP_foliage TempRangeAnnual",12.6666666666667
"As","ANPP_foliage TempRangeAnnual",1.33333333333333
"Aw","ANPP_foliage TempRangeAnnual",3.33333333333333
"Cfa","ANPP_foliage TempRangeAnnual",6
"Cfb","ANPP_foliage TempRangeAnnual",14.6666666666667
"Csa","ANPP_foliage TempRangeAnnual",0.666666666666667
"Csb","ANPP_foliage TempRangeAnnual",12.6666666666667
"Cwa","ANPP_foliage TempRangeAnnual",0.666666666666667
"Dfb","ANPP_foliage TempRangeAnnual",5.33333333333333
"Dfc","ANPP_foliage TempRangeAnnual",10
"Af","ANPP_1 AnnualPre",34.2391304347826
"Am","ANPP_1 AnnualPre",11.4130434782609
"As","ANPP_1 AnnualPre",5.43478260869565
"Aw","ANPP_1 AnnualPre",7.06521739130435
"Cfa","ANPP_1 AnnualPre",6.52173913043478
"Cfb","ANPP_1 AnnualPre",17.9347826086957
"Csa","ANPP_1 AnnualPre",0.543478260869565
"Csb","ANPP_1 AnnualPre",10.3260869565217
"Cwa","ANPP_1 AnnualPre",2.71739130434783
"Dfb","ANPP_1 AnnualPre",3.80434782608696
"Af","ANPP_foliage AnnualPre",32.6666666666667
"Am","ANPP_foliage AnnualPre",12.6666666666667
"As","ANPP_foliage AnnualPre",1.33333333333333
"Aw","ANPP_foliage AnnualPre",3.33333333333333
"Cfa","ANPP_foliage AnnualPre",6
"Cfb","ANPP_foliage AnnualPre",14.6666666666667
"Csa","ANPP_foliage AnnualPre",0.666666666666667
"Csb","ANPP_foliage AnnualPre",12.6666666666667
"Cwa","ANPP_foliage AnnualPre",0.666666666666667
"Dfb","ANPP_foliage AnnualPre",5.33333333333333
"Dfc","ANPP_foliage AnnualPre",10
"Af","ANPP_1 AnnualFrostDays",34.5945945945946
"Am","ANPP_1 AnnualFrostDays",11.3513513513514
"As","ANPP_1 AnnualFrostDays",5.40540540540541
"Aw","ANPP_1 AnnualFrostDays",7.02702702702703
"Cfa","ANPP_1 AnnualFrostDays",6.48648648648649
"Cfb","ANPP_1 AnnualFrostDays",17.8378378378378
"Csa","ANPP_1 AnnualFrostDays",0.540540540540541
"Csb","ANPP_1 AnnualFrostDays",10.2702702702703
"Cwa","ANPP_1 AnnualFrostDays",2.7027027027027
"Dfb","ANPP_1 AnnualFrostDays",3.78378378378378
"Af","ANPP_foliage AnnualFrostDays",32.6666666666667
"Am","ANPP_foliage AnnualFrostDays",12.6666666666667
"As","ANPP_foliage AnnualFrostDays",1.33333333333333
"Aw","ANPP_foliage AnnualFrostDays",3.33333333333333
"Cfa","ANPP_foliage AnnualFrostDays",6
"Cfb","ANPP_foliage AnnualFrostDays",14.6666666666667
"Csa","ANPP_foliage AnnualFrostDays",0.666666666666667
"Csb","ANPP_foliage AnnualFrostDays",12.6666666666667
"Cwa","ANPP_foliage AnnualFrostDays",0.666666666666667
"Dfb","ANPP_foliage AnnualFrostDays",5.33333333333333
"Dfc","ANPP_foliage AnnualFrostDays",10
"Af","ANPP_1 AnnualWetDays",34.5945945945946
"Am","ANPP_1 AnnualWetDays",11.3513513513514
"As","ANPP_1 AnnualWetDays",5.40540540540541
"Aw","ANPP_1 AnnualWetDays",7.02702702702703
"Cfa","ANPP_1 AnnualWetDays",6.48648648648649
"Cfb","ANPP_1 AnnualWetDays",17.8378378378378
"Csa","ANPP_1 AnnualWetDays",0.540540540540541
"Csb","ANPP_1 AnnualWetDays",10.2702702702703
"Cwa","ANPP_1 AnnualWetDays",2.7027027027027
"Dfb","ANPP_1 AnnualWetDays",3.78378378378378
"Af","ANPP_foliage AnnualWetDays",32.6666666666667
"Am","ANPP_foliage AnnualWetDays",12.6666666666667
"As","ANPP_foliage AnnualWetDays",1.33333333333333
"Aw","ANPP_foliage AnnualWetDays",3.33333333333333
"Cfa","ANPP_foliage AnnualWetDays",6
"Cfb","ANPP_foliage AnnualWetDays",14.6666666666667
"Csa","ANPP_foliage AnnualWetDays",0.666666666666667
"Csb","ANPP_foliage AnnualWetDays",12.6666666666667
"Cwa","ANPP_foliage AnnualWetDays",0.666666666666667
"Dfb","ANPP_foliage AnnualWetDays",5.33333333333333
"Dfc","ANPP_foliage AnnualWetDays",10
"Af","ANPP_1 VapourPressure",34.5945945945946
"Am","ANPP_1 VapourPressure",11.3513513513514
"As","ANPP_1 VapourPressure",5.40540540540541
"Aw","ANPP_1 VapourPressure",7.02702702702703
"Cfa","ANPP_1 VapourPressure",6.48648648648649
"Cfb","ANPP_1 VapourPressure",17.8378378378378
"Csa","ANPP_1 VapourPressure",0.540540540540541
"Csb","ANPP_1 VapourPressure",10.2702702702703
"Cwa","ANPP_1 VapourPressure",2.7027027027027
"Dfb","ANPP_1 VapourPressure",3.78378378378378
"Af","ANPP_foliage VapourPressure",32.6666666666667
"Am","ANPP_foliage VapourPressure",12.6666666666667
"As","ANPP_foliage VapourPressure",1.33333333333333
"Aw","ANPP_foliage VapourPressure",3.33333333333333
"Cfa","ANPP_foliage VapourPressure",6
"Cfb","ANPP_foliage VapourPressure",14.6666666666667
"Csa","ANPP_foliage VapourPressure",0.666666666666667
"Csb","ANPP_foliage VapourPressure",12.6666666666667
"Cwa","ANPP_foliage VapourPressure",0.666666666666667
"Dfb","ANPP_foliage VapourPressure",5.33333333333333
"Dfc","ANPP_foliage VapourPressure",10
"Af","ANPP_1 Aridity",34.4262295081967
"Am","ANPP_1 Aridity",11.4754098360656
"As","ANPP_1 Aridity",5.46448087431694
"Aw","ANPP_1 Aridity",7.10382513661202
"Cfa","ANPP_1 Aridity",6.01092896174863
"Cfb","ANPP_1 Aridity",18.0327868852459
"Csa","ANPP_1 Aridity",0.546448087431694
"Csb","ANPP_1 Aridity",10.3825136612022
"Cwa","ANPP_1 Aridity",2.73224043715847
"Dfb","ANPP_1 Aridity",3.82513661202186
"Af","ANPP_foliage Aridity",32.6666666666667
"Am","ANPP_foliage Aridity",12.6666666666667
"As","ANPP_foliage Aridity",1.33333333333333
"Aw","ANPP_foliage Aridity",3.33333333333333
"Cfa","ANPP_foliage Aridity",6
"Cfb","ANPP_foliage Aridity",14.6666666666667
"Csa","ANPP_foliage Aridity",0.666666666666667
"Csb","ANPP_foliage Aridity",12.6666666666667
"Cwa","ANPP_foliage Aridity",0.666666666666667
"Dfb","ANPP_foliage Aridity",5.33333333333333
"Dfc","ANPP_foliage Aridity",10
"Af","ANPP_1 PotentialEvapotranspiration",34.4262295081967
"Am","ANPP_1 PotentialEvapotranspiration",11.4754098360656
"As","ANPP_1 PotentialEvapotranspiration",5.46448087431694
"Aw","ANPP_1 PotentialEvapotranspiration",7.10382513661202
"Cfa","ANPP_1 PotentialEvapotranspiration",6.01092896174863
"Cfb","ANPP_1 PotentialEvapotranspiration",18.0327868852459
"Csa","ANPP_1 PotentialEvapotranspiration",0.546448087431694
"Csb","ANPP_1 PotentialEvapotranspiration",10.3825136612022
"Cwa","ANPP_1 PotentialEvapotranspiration",2.73224043715847
"Dfb","ANPP_1 PotentialEvapotranspiration",3.82513661202186
"Af","ANPP_foliage PotentialEvapotranspiration",32.6666666666667
"Am","ANPP_foliage PotentialEvapotranspiration",12.6666666666667
"As","ANPP_foliage PotentialEvapotranspiration",1.33333333333333
"Aw","ANPP_foliage PotentialEvapotranspiration",3.33333333333333
"Cfa","ANPP_foliage PotentialEvapotranspiration",6
"Cfb","ANPP_foliage PotentialEvapotranspiration",14.6666666666667
"Csa","ANPP_foliage PotentialEvapotranspiration",0.666666666666667
"Csb","ANPP_foliage PotentialEvapotranspiration",12.6666666666667
"Cwa","ANPP_foliage PotentialEvapotranspiration",0.666666666666667
"Dfb","ANPP_foliage PotentialEvapotranspiration",5.33333333333333
"Dfc","ANPP_foliage PotentialEvapotranspiration",10
"Af","ANPP_1 VapourPressureDeficit",34.5945945945946
"Am","ANPP_1 VapourPressureDeficit",11.3513513513514
"As","ANPP_1 VapourPressureDeficit",5.40540540540541
"Aw","ANPP_1 VapourPressureDeficit",7.02702702702703
"Cfa","ANPP_1 VapourPressureDeficit",6.48648648648649
"Cfb","ANPP_1 VapourPressureDeficit",17.8378378378378
"Csa","ANPP_1 VapourPressureDeficit",0.540540540540541
"Csb","ANPP_1 VapourPressureDeficit",10.2702702702703
"Cwa","ANPP_1 VapourPressureDeficit",2.7027027027027
"Dfb","ANPP_1 VapourPressureDeficit",3.78378378378378
"Af","ANPP_foliage VapourPressureDeficit",32.6666666666667
"Am","ANPP_foliage VapourPressureDeficit",12.6666666666667
"As","ANPP_foliage VapourPressureDeficit",1.33333333333333
"Aw","ANPP_foliage VapourPressureDeficit",3.33333333333333
"Cfa","ANPP_foliage VapourPressureDeficit",6
"Cfb","ANPP_foliage VapourPressureDeficit",14.6666666666667
"Csa","ANPP_foliage VapourPressureDeficit",0.666666666666667
"Csb","ANPP_foliage VapourPressureDeficit",12.6666666666667
"Cwa","ANPP_foliage VapourPressureDeficit",0.666666666666667
"Dfb","ANPP_foliage VapourPressureDeficit",5.33333333333333
"Dfc","ANPP_foliage VapourPressureDeficit",10
"Af","ANPP_woody mat",31.7073170731707
"Am","ANPP_woody mat",4.8780487804878
"As","ANPP_woody mat",2.4390243902439
"Cfb","ANPP_woody mat",31.7073170731707
"Csb","ANPP_woody mat",4.8780487804878
"Dfc","ANPP_woody mat",24.390243902439
"Af","ANPP_woody_stem mat",56.2962962962963
"Am","ANPP_woody_stem mat",11.8518518518519
"As","ANPP_woody_stem mat",3.7037037037037
"Aw","ANPP_woody_stem mat",10
"Cfa","ANPP_woody_stem mat",2.96296296296296
"Cfb","ANPP_woody_stem mat",10.3703703703704
"Csb","ANPP_woody_stem mat",0.740740740740741
"Cwa","ANPP_woody_stem mat",2.22222222222222
"Dfb","ANPP_woody_stem mat",0.37037037037037
"Dfc","ANPP_woody_stem mat",1.48148148148148
"Af","ANPP_woody_branch mat",37.2093023255814
"Am","ANPP_woody_branch mat",2.32558139534884
"Aw","ANPP_woody_branch mat",9.30232558139535
"Cfb","ANPP_woody_branch mat",32.5581395348837
"Csa","ANPP_woody_branch mat",2.32558139534884
"Csb","ANPP_woody_branch mat",2.32558139534884
"Cwa","ANPP_woody_branch mat",2.32558139534884
"Dfb","ANPP_woody_branch mat",11.6279069767442
"Af","ANPP_woody map",34.1463414634146
"Am","ANPP_woody map",4.8780487804878
"As","ANPP_woody map",2.4390243902439
"Cfb","ANPP_woody map",29.2682926829268
"Csb","ANPP_woody map",4.8780487804878
"Dfc","ANPP_woody map",24.390243902439
"Af","ANPP_woody_stem map",55.4385964912281
"Am","ANPP_woody_stem map",12.6315789473684
"As","ANPP_woody_stem map",3.50877192982456
"Aw","ANPP_woody_stem map",9.82456140350877
"Cfa","ANPP_woody_stem map",2.80701754385965
"Cfb","ANPP_woody_stem map",10.8771929824561
"Csb","ANPP_woody_stem map",0.701754385964912
"Cwa","ANPP_woody_stem map",2.10526315789474
"Dfb","ANPP_woody_stem map",0.350877192982456
"Dfc","ANPP_woody_stem map",1.75438596491228
"Af","ANPP_woody_branch map",36.1702127659575
"Am","ANPP_woody_branch map",2.12765957446809
"Aw","ANPP_woody_branch map",8.51063829787234
"Cfa","ANPP_woody_branch map",4.25531914893617
"Cfb","ANPP_woody_branch map",27.6595744680851
"Csa","ANPP_woody_branch map",2.12765957446809
"Csb","ANPP_woody_branch map",2.12765957446809
"Cwa","ANPP_woody_branch map",6.38297872340426
"Dfb","ANPP_woody_branch map",10.6382978723404
"Af","ANPP_woody lat",23.3333333333333
"Am","ANPP_woody lat",3.33333333333333
"As","ANPP_woody lat",1.66666666666667
"Cfb","ANPP_woody lat",21.6666666666667
"Csb","ANPP_woody lat",33.3333333333333
"Dfc","ANPP_woody lat",16.6666666666667
"Af","ANPP_woody_stem lat",50.4792332268371
"Am","ANPP_woody_stem lat",11.5015974440895
"As","ANPP_woody_stem lat",3.19488817891374
"Aw","ANPP_woody_stem lat",9.26517571884984
"Cfa","ANPP_woody_stem lat",4.47284345047923
"Cfb","ANPP_woody_stem lat",10.5431309904153
"Csb","ANPP_woody_stem lat",6.38977635782748
"Cwa","ANPP_woody_stem lat",1.91693290734824
"Dfb","ANPP_woody_stem lat",0.319488817891374
"Dfc","ANPP_woody_stem lat",1.91693290734824
"Af","ANPP_woody_branch lat",22.972972972973
"Am","ANPP_woody_branch lat",1.35135135135135
"Aw","ANPP_woody_branch lat",6.75675675675676
"Cfa","ANPP_woody_branch lat",10.8108108108108
"Cfb","ANPP_woody_branch lat",18.9189189189189
"Csa","ANPP_woody_branch lat",1.35135135135135
"Csb","ANPP_woody_branch lat",27.027027027027
"Cwa","ANPP_woody_branch lat",4.05405405405405
"Dfb","ANPP_woody_branch lat",6.75675675675676
"Af","ANPP_woody AnnualMeanTemp",23.3333333333333
"Am","ANPP_woody AnnualMeanTemp",3.33333333333333
"As","ANPP_woody AnnualMeanTemp",1.66666666666667
"Cfb","ANPP_woody AnnualMeanTemp",21.6666666666667
"Csb","ANPP_woody AnnualMeanTemp",33.3333333333333
"Dfc","ANPP_woody AnnualMeanTemp",16.6666666666667
"Af","ANPP_woody_stem AnnualMeanTemp",50.3205128205128
"Am","ANPP_woody_stem AnnualMeanTemp",11.5384615384615
"As","ANPP_woody_stem AnnualMeanTemp",3.2051282051282
"Aw","ANPP_woody_stem AnnualMeanTemp",9.2948717948718
"Cfa","ANPP_woody_stem AnnualMeanTemp",4.48717948717949
"Cfb","ANPP_woody_stem AnnualMeanTemp",10.5769230769231
"Csb","ANPP_woody_stem AnnualMeanTemp",6.41025641025641
"Cwa","ANPP_woody_stem AnnualMeanTemp",1.92307692307692
"Dfb","ANPP_woody_stem AnnualMeanTemp",0.32051282051282
"Dfc","ANPP_woody_stem AnnualMeanTemp",1.92307692307692
"Af","ANPP_woody_branch AnnualMeanTemp",22.972972972973
"Am","ANPP_woody_branch AnnualMeanTemp",1.35135135135135
"Aw","ANPP_woody_branch AnnualMeanTemp",6.75675675675676
"Cfa","ANPP_woody_branch AnnualMeanTemp",10.8108108108108
"Cfb","ANPP_woody_branch AnnualMeanTemp",18.9189189189189
"Csa","ANPP_woody_branch AnnualMeanTemp",1.35135135135135
"Csb","ANPP_woody_branch AnnualMeanTemp",27.027027027027
"Cwa","ANPP_woody_branch AnnualMeanTemp",4.05405405405405
"Dfb","ANPP_woody_branch AnnualMeanTemp",6.75675675675676
"Af","ANPP_woody TempSeasonality",23.3333333333333
"Am","ANPP_woody TempSeasonality",3.33333333333333
"As","ANPP_woody TempSeasonality",1.66666666666667
"Cfb","ANPP_woody TempSeasonality",21.6666666666667
"Csb","ANPP_woody TempSeasonality",33.3333333333333
"Dfc","ANPP_woody TempSeasonality",16.6666666666667
"Af","ANPP_woody_stem TempSeasonality",50.3205128205128
"Am","ANPP_woody_stem TempSeasonality",11.5384615384615
"As","ANPP_woody_stem TempSeasonality",3.2051282051282
"Aw","ANPP_woody_stem TempSeasonality",9.2948717948718
"Cfa","ANPP_woody_stem TempSeasonality",4.48717948717949
"Cfb","ANPP_woody_stem TempSeasonality",10.5769230769231
"Csb","ANPP_woody_stem TempSeasonality",6.41025641025641
"Cwa","ANPP_woody_stem TempSeasonality",1.92307692307692
"Dfb","ANPP_woody_stem TempSeasonality",0.32051282051282
"Dfc","ANPP_woody_stem TempSeasonality",1.92307692307692
"Af","ANPP_woody_branch TempSeasonality",22.972972972973
"Am","ANPP_woody_branch TempSeasonality",1.35135135135135
"Aw","ANPP_woody_branch TempSeasonality",6.75675675675676
"Cfa","ANPP_woody_branch TempSeasonality",10.8108108108108
"Cfb","ANPP_woody_branch TempSeasonality",18.9189189189189
"Csa","ANPP_woody_branch TempSeasonality",1.35135135135135
"Csb","ANPP_woody_branch TempSeasonality",27.027027027027
"Cwa","ANPP_woody_branch TempSeasonality",4.05405405405405
"Dfb","ANPP_woody_branch TempSeasonality",6.75675675675676
"Af","ANPP_woody TempRangeAnnual",23.3333333333333
"Am","ANPP_woody TempRangeAnnual",3.33333333333333
"As","ANPP_woody TempRangeAnnual",1.66666666666667
"Cfb","ANPP_woody TempRangeAnnual",21.6666666666667
"Csb","ANPP_woody TempRangeAnnual",33.3333333333333
"Dfc","ANPP_woody TempRangeAnnual",16.6666666666667
"Af","ANPP_woody_stem TempRangeAnnual",50.3205128205128
"Am","ANPP_woody_stem TempRangeAnnual",11.5384615384615
"As","ANPP_woody_stem TempRangeAnnual",3.2051282051282
"Aw","ANPP_woody_stem TempRangeAnnual",9.2948717948718
"Cfa","ANPP_woody_stem TempRangeAnnual",4.48717948717949
"Cfb","ANPP_woody_stem TempRangeAnnual",10.5769230769231
"Csb","ANPP_woody_stem TempRangeAnnual",6.41025641025641
"Cwa","ANPP_woody_stem TempRangeAnnual",1.92307692307692
"Dfb","ANPP_woody_stem TempRangeAnnual",0.32051282051282
"Dfc","ANPP_woody_stem TempRangeAnnual",1.92307692307692
"Af","ANPP_woody_branch TempRangeAnnual",22.972972972973
"Am","ANPP_woody_branch TempRangeAnnual",1.35135135135135
"Aw","ANPP_woody_branch TempRangeAnnual",6.75675675675676
"Cfa","ANPP_woody_branch TempRangeAnnual",10.8108108108108
"Cfb","ANPP_woody_branch TempRangeAnnual",18.9189189189189
"Csa","ANPP_woody_branch TempRangeAnnual",1.35135135135135
"Csb","ANPP_woody_branch TempRangeAnnual",27.027027027027
"Cwa","ANPP_woody_branch TempRangeAnnual",4.05405405405405
"Dfb","ANPP_woody_branch TempRangeAnnual",6.75675675675676
"Af","ANPP_woody AnnualPre",23.3333333333333
"Am","ANPP_woody AnnualPre",3.33333333333333
"As","ANPP_woody AnnualPre",1.66666666666667
"Cfb","ANPP_woody AnnualPre",21.6666666666667
"Csb","ANPP_woody AnnualPre",33.3333333333333
"Dfc","ANPP_woody AnnualPre",16.6666666666667
"Af","ANPP_woody_stem AnnualPre",50.3205128205128
"Am","ANPP_woody_stem AnnualPre",11.5384615384615
"As","ANPP_woody_stem AnnualPre",3.2051282051282
"Aw","ANPP_woody_stem AnnualPre",9.2948717948718
"Cfa","ANPP_woody_stem AnnualPre",4.48717948717949
"Cfb","ANPP_woody_stem AnnualPre",10.5769230769231
"Csb","ANPP_woody_stem AnnualPre",6.41025641025641
"Cwa","ANPP_woody_stem AnnualPre",1.92307692307692
"Dfb","ANPP_woody_stem AnnualPre",0.32051282051282
"Dfc","ANPP_woody_stem AnnualPre",1.92307692307692
"Af","ANPP_woody_branch AnnualPre",22.972972972973
"Am","ANPP_woody_branch AnnualPre",1.35135135135135
"Aw","ANPP_woody_branch AnnualPre",6.75675675675676
"Cfa","ANPP_woody_branch AnnualPre",10.8108108108108
"Cfb","ANPP_woody_branch AnnualPre",18.9189189189189
"Csa","ANPP_woody_branch AnnualPre",1.35135135135135
"Csb","ANPP_woody_branch AnnualPre",27.027027027027
"Cwa","ANPP_woody_branch AnnualPre",4.05405405405405
"Dfb","ANPP_woody_branch AnnualPre",6.75675675675676
"Af","ANPP_woody AnnualFrostDays",23.3333333333333
"Am","ANPP_woody AnnualFrostDays",3.33333333333333
"As","ANPP_woody AnnualFrostDays",1.66666666666667
"Cfb","ANPP_woody AnnualFrostDays",21.6666666666667
"Csb","ANPP_woody AnnualFrostDays",33.3333333333333
"Dfc","ANPP_woody AnnualFrostDays",16.6666666666667
"Af","ANPP_woody_stem AnnualFrostDays",50.4792332268371
"Am","ANPP_woody_stem AnnualFrostDays",11.5015974440895
"As","ANPP_woody_stem AnnualFrostDays",3.19488817891374
"Aw","ANPP_woody_stem AnnualFrostDays",9.26517571884984
"Cfa","ANPP_woody_stem AnnualFrostDays",4.47284345047923
"Cfb","ANPP_woody_stem AnnualFrostDays",10.5431309904153
"Csb","ANPP_woody_stem AnnualFrostDays",6.38977635782748
"Cwa","ANPP_woody_stem AnnualFrostDays",1.91693290734824
"Dfb","ANPP_woody_stem AnnualFrostDays",0.319488817891374
"Dfc","ANPP_woody_stem AnnualFrostDays",1.91693290734824
"Af","ANPP_woody_branch AnnualFrostDays",22.972972972973
"Am","ANPP_woody_branch AnnualFrostDays",1.35135135135135
"Aw","ANPP_woody_branch AnnualFrostDays",6.75675675675676
"Cfa","ANPP_woody_branch AnnualFrostDays",10.8108108108108
"Cfb","ANPP_woody_branch AnnualFrostDays",18.9189189189189
"Csa","ANPP_woody_branch AnnualFrostDays",1.35135135135135
"Csb","ANPP_woody_branch AnnualFrostDays",27.027027027027
"Cwa","ANPP_woody_branch AnnualFrostDays",4.05405405405405
"Dfb","ANPP_woody_branch AnnualFrostDays",6.75675675675676
"Af","ANPP_woody AnnualWetDays",23.3333333333333
"Am","ANPP_woody AnnualWetDays",3.33333333333333
"As","ANPP_woody AnnualWetDays",1.66666666666667
"Cfb","ANPP_woody AnnualWetDays",21.6666666666667
"Csb","ANPP_woody AnnualWetDays",33.3333333333333
"Dfc","ANPP_woody AnnualWetDays",16.6666666666667
"Af","ANPP_woody_stem AnnualWetDays",50.4792332268371
"Am","ANPP_woody_stem AnnualWetDays",11.5015974440895
"As","ANPP_woody_stem AnnualWetDays",3.19488817891374
"Aw","ANPP_woody_stem AnnualWetDays",9.26517571884984
"Cfa","ANPP_woody_stem AnnualWetDays",4.47284345047923
"Cfb","ANPP_woody_stem AnnualWetDays",10.5431309904153
"Csb","ANPP_woody_stem AnnualWetDays",6.38977635782748
"Cwa","ANPP_woody_stem AnnualWetDays",1.91693290734824
"Dfb","ANPP_woody_stem AnnualWetDays",0.319488817891374
"Dfc","ANPP_woody_stem AnnualWetDays",1.91693290734824
"Af","ANPP_woody_branch AnnualWetDays",22.972972972973
"Am","ANPP_woody_branch AnnualWetDays",1.35135135135135
"Aw","ANPP_woody_branch AnnualWetDays",6.75675675675676
"Cfa","ANPP_woody_branch AnnualWetDays",10.8108108108108
"Cfb","ANPP_woody_branch AnnualWetDays",18.9189189189189
"Csa","ANPP_woody_branch AnnualWetDays",1.35135135135135
"Csb","ANPP_woody_branch AnnualWetDays",27.027027027027
"Cwa","ANPP_woody_branch AnnualWetDays",4.05405405405405
"Dfb","ANPP_woody_branch AnnualWetDays",6.75675675675676
"Af","ANPP_woody VapourPressure",23.3333333333333
"Am","ANPP_woody VapourPressure",3.33333333333333
"As","ANPP_woody VapourPressure",1.66666666666667
"Cfb","ANPP_woody VapourPressure",21.6666666666667
"Csb","ANPP_woody VapourPressure",33.3333333333333
"Dfc","ANPP_woody VapourPressure",16.6666666666667
"Af","ANPP_woody_stem VapourPressure",50.4792332268371
